Clicks,Impressions,TotalImpressions,Method,RecommendationSizePercent,RecommendationSize,Timestamp
59.0,37160.0,2940000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529506718.0
59.0,37243.0,2950000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529506822.0
59.0,37328.0,2960000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529506931.0
59.0,37420.0,2970000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529507047.0
59.0,37504.0,2980000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529507163.0
60.0,37588.0,2990000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529507278.0
60.0,37710.0,3000000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529507390.0
61.0,37831.0,3010000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529507502.0
61.0,37961.0,3020000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529507616.0
62.0,38052.0,3030000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529507723.0
62.0,38171.0,3040000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529507833.0
62.0,38290.0,3050000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529507944.0
62.0,38403.0,3060000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529508056.0
62.0,38516.0,3070000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529508167.0
62.0,38623.0,3080000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529508279.0
62.0,38743.0,3090000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529508391.0
62.0,38843.0,3100000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529508503.0
62.0,38958.0,3110000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529508612.0
62.0,39073.0,3120000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529508730.0
63.0,39206.0,3130000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529508849.0
64.0,39341.0,3140000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529508964.0
64.0,39436.0,3150000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529509083.0
64.0,39540.0,3160000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529509203.0
65.0,39675.0,3170000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529509321.0
65.0,39790.0,3180000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529509443.0
65.0,39950.0,3190000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529509564.0
65.0,40087.0,3200000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529509685.0
65.0,40198.0,3210000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529509804.0
65.0,40326.0,3220000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529509922.0
65.0,40458.0,3230000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529510043.0
65.0,40586.0,3240000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529510165.0
